minuto,requisicoes,r200,r400,tempo
2020-09-03 06:32:54,454,444,1,8990
2020-09-03 06:33:54,42,41,1,840
2020-09-03 06:34:54,88,80,8,1760
2020-09-03 06:35:54,78,65,13,1560
2020-09-03 06:36:54,578,478,100,11560
2020-09-03 06:37:54,123,100,23,2460
2020-09-03 06:38:54,88,78,10,1760
2020-09-03 06:39:54,456,400,56,9120
2020-09-03 06:40:54,78,70,8,1560
2020-09-03 06:41:54,56,55,1,1120
2020-09-03 06:42:54,99,90,9,1980
2020-09-03 06:43:54,456,444,12,9120
2020-09-03 06:44:54,6,0,6,120
2020-09-03 06:45:54,233,200,33,4660
2020-09-03 06:46:54,665,555,110,13300
2020-09-03 06:47:54,234,134,100,4680
2020-09-03 06:48:54,23,20,3,460
2020-09-03 06:49:54,232,180,52,4640
2020-09-03 06:50:54,87,50,37,1740
2020-09-03 06:51:54,656,640,15,13110
2020-09-03 06:52:54,345,300,45,6900
2020-09-03 06:53:53,665,643,5,13130
2020-09-03 06:54:53,675,665,10,13500
2020-09-03 06:55:53,65,64,1,1300
2020-09-03 06:56:53,676,673,3,13520
2020-09-03 06:57:53,127,120,7,2540
2020-09-03 06:58:53,234,123,99,4560
2020-09-03 06:59:53,54,30,12,960
2020-09-03 07:00:53,23,10,13,460
2020-09-03 07:01:53,345,280,55,6800
2020-09-03 07:02:53,67,44,12,1230
2020-09-03 07:03:53,45,33,12,900
2020-09-03 07:04:53,78,60,18,1560
2020-09-03 07:05:53,56,33,4,930
2020-09-03 07:06:53,456,326,128,9100
2020-09-03 07:07:53,78,33,32,1430
2020-09-03 07:08:53,345,222,111,6780
2020-09-03 07:09:53,344,300,44,6880
2020-09-03 07:10:53,365,281,64,7100
2020-09-03 07:11:53,456,380,70,9060
2020-09-03 07:12:53,78,44,30,1520
2020-09-03 07:13:53,56,12,40,1080
2020-09-03 07:14:53,489,234,222,9450
2020-09-03 07:15:53,456,269,132,8570
2020-09-03 07:16:53,78,45,33,1560
2020-09-03 07:17:53,453,440,12,9050
2020-09-03 07:18:53,123,98,12,2330
2020-09-03 07:19:52,87,60,27,1740
2020-09-03 07:20:52,453,343,62,8580
2020-09-03 07:21:52,88,12,2,1020
2020-09-03 07:22:52,322,224,34,5800
2020-09-03 07:23:52,87,44,12,1430
2020-09-03 07:24:52,345,340,12,6970
2020-09-03 07:25:52,435,320,115,8700
2020-09-03 07:26:52,153,100,50,3030
2020-09-03 07:27:52,321,320,1,6420
2020-09-03 07:28:52,343,343,0,6860
2020-09-03 07:29:52,88,80,8,1760
2020-09-03 07:30:52,634,555,32,12210
2020-09-03 07:31:52,45,40,5,900
2020-09-03 07:32:52,454,444,1,8990
2020-09-03 07:33:52,42,41,1,840
2020-09-03 07:34:52,88,80,8,1760
2020-09-03 07:35:52,78,65,13,1560
2020-09-03 07:36:52,578,478,100,11560
2020-09-03 07:37:52,123,100,23,2460
2020-09-03 07:38:52,88,78,10,1760
2020-09-03 07:39:52,456,400,56,9120
2020-09-03 07:40:52,78,70,8,1560
2020-09-03 07:41:52,56,55,1,1120
2020-09-03 07:42:52,99,90,9,1980
2020-09-03 07:43:52,456,444,12,9120
2020-09-03 07:44:52,6,0,6,120
2020-09-03 07:45:51,233,200,33,4660
2020-09-03 07:46:51,665,555,110,13300
2020-09-03 07:47:51,234,134,100,4680
2020-09-03 07:48:51,23,20,3,460
2020-09-03 07:49:51,232,180,52,4640
2020-09-03 07:50:51,87,50,37,1740
2020-09-03 07:51:51,656,640,15,13110
2020-09-03 07:52:51,345,300,45,6900
2020-09-03 07:53:51,665,643,5,13130
2020-09-03 07:54:51,675,665,10,13500
2020-09-03 07:55:51,65,64,1,1300
2020-09-03 07:56:51,676,673,3,13520
2020-09-03 07:57:51,127,120,7,2540
2020-09-03 07:58:51,234,123,99,4560
2020-09-03 07:59:51,54,30,12,960
2020-09-03 08:00:51,23,10,13,460
2020-09-03 08:01:51,345,280,55,6800
2020-09-03 08:02:51,67,44,12,1230
2020-09-03 08:03:51,45,33,12,900
2020-09-03 08:04:51,78,60,18,1560
2020-09-03 08:05:51,56,33,4,930
2020-09-03 08:06:51,456,326,128,9100
2020-09-03 08:07:51,78,33,32,1430
2020-09-03 08:08:51,345,222,111,6780
2020-09-03 08:09:51,344,300,44,6880
2020-09-03 08:10:51,365,281,64,7100
2020-09-03 08:11:50,456,380,70,9060
2020-09-03 08:12:50,78,44,30,1520
2020-09-03 08:13:50,56,12,40,1080
2020-09-03 08:14:50,489,234,222,9450
2020-09-03 08:15:50,456,269,132,8570
2020-09-03 08:16:50,78,45,33,1560
2020-09-03 08:17:50,453,440,12,9050
2020-09-03 08:18:50,123,98,12,2330
2020-09-03 08:19:50,87,60,27,1740
2020-09-03 08:20:50,453,343,62,8580
2020-09-03 08:21:50,88,12,2,1020
2020-09-03 08:22:50,322,224,34,5800
2020-09-03 08:23:50,87,44,12,1430
2020-09-03 08:24:50,345,340,12,6970
2020-09-03 08:25:50,435,320,115,8700
2020-09-03 08:26:50,153,100,50,3030
2020-09-03 08:27:50,321,320,1,6420
2020-09-03 08:28:50,343,343,0,6860
2020-09-03 08:29:50,88,80,8,1760
2020-09-03 08:30:50,634,555,32,12210
2020-09-03 08:31:50,45,40,5,900
2020-09-03 08:32:50,454,444,1,8990
2020-09-03 08:33:50,42,41,1,840
2020-09-03 08:34:50,88,80,8,1760
2020-09-03 08:35:50,78,65,13,1560
2020-09-03 08:36:50,578,478,100,11560
2020-09-03 08:37:49,123,100,23,2460
2020-09-03 08:38:49,88,78,10,1760
2020-09-03 08:39:49,456,400,56,9120
2020-09-03 08:40:49,78,70,8,1560
2020-09-03 08:41:49,56,55,1,1120
2020-09-03 08:42:49,99,90,9,1980
2020-09-03 08:43:49,456,444,12,9120
2020-09-03 08:44:49,6,0,6,120
2020-09-03 08:45:49,233,200,33,4660
2020-09-03 08:46:49,665,555,110,13300
2020-09-03 08:47:49,234,134,100,4680
2020-09-03 08:48:49,23,20,3,460
2020-09-03 08:49:49,232,180,52,4640
2020-09-03 08:50:49,87,50,37,1740
2020-09-03 08:51:49,656,640,15,13110
2020-09-03 08:52:49,345,300,45,6900
2020-09-03 08:53:49,665,643,5,13130
2020-09-03 08:54:49,675,665,10,13500
2020-09-03 08:55:49,65,64,1,1300
2020-09-03 08:56:49,676,673,3,13520
2020-09-03 08:57:49,127,120,7,2540
2020-09-03 08:58:49,234,123,99,4560
2020-09-03 08:59:49,54,30,12,960
2020-09-03 09:00:49,23,10,13,460
2020-09-03 09:01:49,345,280,55,6800
2020-09-03 09:02:49,67,44,12,1230
2020-09-03 09:03:48,45,33,12,900
2020-09-03 09:04:48,78,60,18,1560
2020-09-03 09:05:48,56,33,4,930
2020-09-03 09:06:48,456,326,128,9100
2020-09-03 09:07:48,78,33,32,1430
2020-09-03 09:08:48,345,222,111,6780
2020-09-03 09:09:48,344,300,44,6880
2020-09-03 09:10:48,365,281,64,7100
2020-09-03 09:11:48,456,380,70,9060
2020-09-03 09:12:48,78,44,30,1520
2020-09-03 09:13:48,56,12,40,1080
2020-09-03 09:14:48,489,234,222,9450
2020-09-03 09:15:48,456,269,132,8570
2020-09-03 09:16:48,78,45,33,1560
2020-09-03 09:17:48,453,440,12,9050
2020-09-03 09:18:48,123,98,12,2330
2020-09-03 09:19:48,87,60,27,1740
2020-09-03 09:20:48,453,343,62,8580
2020-09-03 09:21:48,88,12,2,1020
2020-09-03 09:22:48,322,224,34,5800
2020-09-03 09:23:48,87,44,12,1430
2020-09-03 09:24:48,345,340,12,6970
2020-09-03 09:25:48,435,320,115,8700
2020-09-03 09:26:48,153,100,50,3030
2020-09-03 09:27:48,321,320,1,6420
2020-09-03 09:28:48,343,343,0,6860
2020-09-03 09:29:47,88,80,8,1760
2020-09-03 09:30:47,634,555,32,12210
2020-09-03 09:31:47,45,40,5,900
2020-09-03 09:32:47,454,444,1,8990
2020-09-03 09:33:47,42,41,1,840
2020-09-03 09:34:47,88,80,8,1760
2020-09-03 09:35:47,78,65,13,1560
2020-09-03 09:36:47,578,478,100,11560
2020-09-03 09:37:47,123,100,23,2460
2020-09-03 09:38:47,88,78,10,1760
2020-09-03 09:39:47,456,400,56,9120
2020-09-03 09:40:47,78,70,8,1560
2020-09-03 09:41:47,56,55,1,1120
2020-09-03 09:42:47,99,90,9,1980
2020-09-03 09:43:47,456,444,12,9120
2020-09-03 09:44:47,6,0,6,120
2020-09-03 09:45:47,233,200,33,4660
2020-09-03 09:46:47,665,555,110,13300
2020-09-03 09:47:47,234,134,100,4680
2020-09-03 09:48:47,23,20,3,460
2020-09-03 09:49:47,232,180,52,4640
2020-09-03 09:50:47,87,50,37,1740
2020-09-03 09:51:47,656,640,15,13110
2020-09-03 09:52:47,345,300,45,6900
2020-09-03 09:53:47,665,643,5,13130
2020-09-03 09:54:47,675,665,10,13500
2020-09-03 09:55:46,65,64,1,1300
2020-09-03 09:56:46,676,673,3,13520
2020-09-03 09:57:46,127,120,7,2540
2020-09-03 09:58:46,234,123,99,4560
2020-09-03 09:59:46,54,30,12,960
2020-09-03 10:00:46,23,10,13,460
2020-09-03 10:01:46,345,280,55,6800
2020-09-03 10:02:46,67,44,12,1230
2020-09-03 10:03:46,45,33,12,900
2020-09-03 10:04:46,78,60,18,1560
2020-09-03 10:05:46,56,33,4,930
2020-09-03 10:06:46,456,326,128,9100
2020-09-03 10:07:46,78,33,32,1430
2020-09-03 10:08:46,345,222,111,6780
2020-09-03 10:09:46,344,300,44,6880
2020-09-03 10:10:46,365,281,64,7100
2020-09-03 10:11:46,456,380,70,9060
2020-09-03 10:12:46,78,44,30,1520
2020-09-03 10:13:46,56,12,40,1080
2020-09-03 10:14:46,489,234,222,9450
2020-09-03 10:15:46,456,269,132,8570
2020-09-03 10:16:46,78,45,33,1560
2020-09-03 10:17:46,453,440,12,9050
2020-09-03 10:18:46,123,98,12,2330
2020-09-03 10:19:46,87,60,27,1740
2020-09-03 10:20:46,453,343,62,8580
2020-09-03 10:21:45,88,12,2,1020
2020-09-03 10:22:45,322,224,34,5800
2020-09-03 10:23:45,87,44,12,1430
2020-09-03 10:24:45,345,340,12,6970
2020-09-03 10:25:45,435,320,115,8700
2020-09-03 10:26:45,153,100,50,3030
2020-09-03 10:27:45,321,320,1,6420
2020-09-03 10:28:45,343,343,0,6860
2020-09-03 10:29:45,88,80,8,1760
2020-09-03 10:30:45,634,555,32,12210
2020-09-03 10:31:45,45,40,5,900
2020-09-03 10:32:45,454,444,1,8990
2020-09-03 10:33:45,42,41,1,840
2020-09-03 10:34:45,88,80,8,1760
2020-09-03 10:35:45,78,65,13,1560
2020-09-03 10:36:45,578,478,100,11560
2020-09-03 10:37:45,123,100,23,2460
2020-09-03 10:38:45,88,78,10,1760
2020-09-03 10:39:45,456,400,56,9120
2020-09-03 10:40:45,78,70,8,1560
2020-09-03 10:41:45,56,55,1,1120
2020-09-03 10:42:45,99,90,9,1980
2020-09-03 10:43:45,456,444,12,9120
2020-09-03 10:44:45,6,0,6,120
2020-09-03 10:45:45,233,200,33,4660
2020-09-03 10:46:45,665,555,110,13300
2020-09-03 10:47:44,234,134,100,4680
2020-09-03 10:48:44,23,20,3,460
2020-09-03 10:49:44,232,180,52,4640
2020-09-03 10:50:44,87,50,37,1740
2020-09-03 10:51:44,656,640,15,13110
2020-09-03 10:52:44,345,300,45,6900
2020-09-03 10:53:44,665,643,5,13130
2020-09-03 10:54:44,675,665,10,13500
2020-09-03 10:55:44,65,64,1,1300
2020-09-03 10:56:44,676,673,3,13520
2020-09-03 10:57:44,127,120,7,2540
2020-09-03 10:58:44,234,123,99,4560
2020-09-03 10:59:44,54,30,12,960
2020-09-03 11:00:44,23,10,13,460
2020-09-03 11:01:44,345,280,55,6800
2020-09-03 11:02:44,67,44,12,1230
2020-09-03 11:03:44,45,33,12,900
2020-09-03 11:04:44,78,60,18,1560
2020-09-03 11:05:44,56,33,4,930
2020-09-03 11:06:44,456,326,128,9100
2020-09-03 11:07:44,78,33,32,1430
2020-09-03 11:08:44,345,222,111,6780
2020-09-03 11:09:44,344,300,44,6880
2020-09-03 11:10:44,365,281,64,7100
2020-09-03 11:11:44,456,380,70,9060
2020-09-03 11:12:44,78,44,30,1520
2020-09-03 11:13:43,56,12,40,1080
2020-09-03 11:14:43,489,234,222,9450
2020-09-03 11:15:43,456,269,132,8570
2020-09-03 11:16:43,78,45,33,1560
2020-09-03 11:17:43,453,440,12,9050
2020-09-03 11:18:43,123,98,12,2330
2020-09-03 11:19:43,87,60,27,1740
2020-09-03 11:20:43,453,343,62,8580
2020-09-03 11:21:43,88,12,2,1020
2020-09-03 11:22:43,322,224,34,5800
2020-09-03 11:23:43,87,44,12,1430
2020-09-03 11:24:43,345,340,12,6970
2020-09-03 11:25:43,435,320,115,8700
2020-09-03 11:26:43,153,100,50,3030
2020-09-03 11:27:43,321,320,1,6420
2020-09-03 11:28:43,343,343,0,6860
2020-09-03 11:29:43,88,80,8,1760
2020-09-03 11:30:43,634,555,32,12210
2020-09-03 11:31:43,45,40,5,900
2020-09-03 11:32:43,454,444,1,8990
2020-09-03 11:33:43,42,41,1,840
2020-09-03 11:34:43,88,80,8,1760
2020-09-03 11:35:43,78,65,13,1560
2020-09-03 11:36:43,578,478,100,11560
2020-09-03 11:37:43,123,100,23,2460
2020-09-03 11:38:43,88,78,10,1760
2020-09-03 11:39:42,456,400,56,9120
2020-09-03 11:40:42,78,70,8,1560
2020-09-03 11:41:42,56,55,1,1120
2020-09-03 11:42:42,99,90,9,1980
2020-09-03 11:43:42,456,444,12,9120
2020-09-03 11:44:42,6,0,6,120
2020-09-03 11:45:42,233,200,33,4660
2020-09-03 11:46:42,665,555,110,13300
2020-09-03 11:47:42,234,134,100,4680
2020-09-03 11:48:42,23,20,3,460
2020-09-03 11:49:42,232,180,52,4640
2020-09-03 11:50:42,87,50,37,1740
2020-09-03 11:51:42,656,640,15,13110
2020-09-03 11:52:42,345,300,45,6900
2020-09-03 11:53:42,665,643,5,13130
2020-09-03 11:54:42,675,665,10,13500
2020-09-03 11:55:42,65,64,1,1300
2020-09-03 11:56:42,676,673,3,13520
2020-09-03 11:57:42,127,120,7,2540
2020-09-03 11:58:42,234,123,99,4560
2020-09-03 11:59:42,54,30,12,960
2020-09-03 12:00:42,23,10,13,460
2020-09-03 12:01:42,345,280,55,6800
2020-09-03 12:02:42,67,44,12,1230
2020-09-03 12:03:42,45,33,12,900
2020-09-03 12:04:42,78,60,18,1560
2020-09-03 12:05:41,56,33,4,930
2020-09-03 12:06:41,456,326,128,9100
2020-09-03 12:07:41,78,33,32,1430
2020-09-03 12:08:41,345,222,111,6780
2020-09-03 12:09:41,344,300,44,6880
2020-09-03 12:10:41,365,281,64,7100
2020-09-03 12:11:41,456,380,70,9060
2020-09-03 12:12:41,78,44,30,1520
2020-09-03 12:13:41,56,12,40,1080
2020-09-03 12:14:41,489,234,222,9450
2020-09-03 12:15:41,456,269,132,8570
2020-09-03 12:16:41,78,45,33,1560
2020-09-03 12:17:41,453,440,12,9050
2020-09-03 12:18:41,123,98,12,2330
2020-09-03 12:19:41,87,60,27,1740
2020-09-03 12:20:41,453,343,62,8580
2020-09-03 12:21:41,88,12,2,1020
2020-09-03 12:22:41,322,224,34,5800
2020-09-03 12:23:41,87,44,12,1430
2020-09-03 12:24:41,345,340,12,6970
2020-09-03 12:25:41,435,320,115,8700
2020-09-03 12:26:41,153,100,50,3030
2020-09-03 12:27:41,321,320,1,6420
2020-09-03 12:28:41,343,343,0,6860
2020-09-03 12:29:41,88,80,8,1760
2020-09-03 12:30:41,634,555,32,12210
2020-09-03 12:31:40,45,40,5,900
2020-09-03 12:32:40,454,444,1,8990
2020-09-03 12:33:40,42,41,1,840
2020-09-03 12:34:40,88,80,8,1760
2020-09-03 12:35:40,78,65,13,1560
2020-09-03 12:36:40,578,478,100,11560
2020-09-03 12:37:40,123,100,23,2460
2020-09-03 12:38:40,88,78,10,1760
2020-09-03 12:39:40,456,400,56,9120
2020-09-03 12:40:40,78,70,8,1560
2020-09-03 12:41:40,56,55,1,1120
2020-09-03 12:42:40,99,90,9,1980
2020-09-03 12:43:40,456,444,12,9120
2020-09-03 12:44:40,6,0,6,120
2020-09-03 12:45:40,233,200,33,4660
2020-09-03 12:46:40,665,555,110,13300
2020-09-03 12:47:40,234,134,100,4680
2020-09-03 12:48:40,23,20,3,460
2020-09-03 12:49:40,232,180,52,4640
2020-09-03 12:50:40,87,50,37,1740
2020-09-03 12:51:40,656,640,15,13110
2020-09-03 12:52:40,345,300,45,6900
2020-09-03 12:53:40,665,643,5,13130
2020-09-03 12:54:40,675,665,10,13500
2020-09-03 12:55:40,65,64,1,1300
2020-09-03 12:56:40,676,673,3,13520
2020-09-03 12:57:39,127,120,7,2540
2020-09-03 12:58:39,234,123,99,4560
2020-09-03 12:59:39,54,30,12,960
2020-09-03 13:00:39,23,10,13,460
2020-09-03 13:01:39,345,280,55,6800
2020-09-03 13:02:39,67,44,12,1230
2020-09-03 13:03:39,45,33,12,900
2020-09-03 13:04:39,78,60,18,1560
2020-09-03 13:05:39,56,33,4,930
2020-09-03 13:06:39,456,326,128,9100
2020-09-03 13:07:39,78,33,32,1430
2020-09-03 13:08:39,345,222,111,6780
2020-09-03 13:09:39,344,300,44,6880
2020-09-03 13:10:39,365,281,64,7100
2020-09-03 13:11:39,456,380,70,9060
2020-09-03 13:12:39,78,44,30,1520
2020-09-03 13:13:39,56,12,40,1080
2020-09-03 13:14:39,489,234,222,9450
2020-09-03 13:15:39,456,269,132,8570
2020-09-03 13:16:39,78,45,33,1560
2020-09-03 13:17:39,453,440,12,9050
2020-09-03 13:18:39,123,98,12,2330
2020-09-03 13:19:39,87,60,27,1740
2020-09-03 13:20:39,453,343,62,8580
2020-09-03 13:21:39,88,12,2,1020
2020-09-03 13:22:39,322,224,34,5800
2020-09-03 13:23:38,87,44,12,1430
2020-09-03 13:24:38,345,340,12,6970
2020-09-03 13:25:38,435,320,115,8700
2020-09-03 13:26:38,153,100,50,3030
2020-09-03 13:27:38,321,320,1,6420
2020-09-03 13:28:38,343,343,0,6860
2020-09-03 13:29:38,88,80,8,1760
2020-09-03 13:30:38,634,555,32,12210
2020-09-03 13:31:38,45,40,5,900
2020-09-03 13:32:38,454,444,1,8990
2020-09-03 13:33:38,42,41,1,840
2020-09-03 13:34:38,88,80,8,1760
2020-09-03 13:35:38,78,65,13,1560
2020-09-03 13:36:38,578,478,100,11560
2020-09-03 13:37:38,123,100,23,2460
2020-09-03 13:38:38,88,78,10,1760
2020-09-03 13:39:38,456,400,56,9120
2020-09-03 13:40:38,78,70,8,1560
2020-09-03 13:41:38,56,55,1,1120
2020-09-03 13:42:38,99,90,9,1980
2020-09-03 13:43:38,456,444,12,9120
2020-09-03 13:44:38,6,0,6,120
2020-09-03 13:45:38,233,200,33,4660
2020-09-03 13:46:38,665,555,110,13300
2020-09-03 13:47:38,234,134,100,4680
2020-09-03 13:48:38,23,20,3,460
2020-09-03 13:49:37,232,180,52,4640
2020-09-03 13:50:37,87,50,37,1740
2020-09-03 13:51:37,656,640,15,13110
2020-09-03 13:52:37,345,300,45,6900
2020-09-03 13:53:37,665,643,5,13130
2020-09-03 13:54:37,675,665,10,13500
2020-09-03 13:55:37,65,64,1,1300
2020-09-03 13:56:37,676,673,3,13520
2020-09-03 13:57:37,127,120,7,2540
2020-09-03 13:58:37,234,123,99,4560
2020-09-03 13:59:37,54,30,12,960
2020-09-03 14:00:37,23,10,13,460
2020-09-03 14:01:37,345,280,55,6800
2020-09-03 14:02:37,67,44,12,1230
2020-09-03 14:03:37,45,33,12,900
2020-09-03 14:04:37,78,60,18,1560
2020-09-03 14:05:37,56,33,4,930
2020-09-03 14:06:37,456,326,128,9100
2020-09-03 14:07:37,78,33,32,1430
2020-09-03 14:08:37,345,222,111,6780
2020-09-03 14:09:37,344,300,44,6880
2020-09-03 14:10:37,365,281,64,7100
2020-09-03 14:11:37,456,380,70,9060
2020-09-03 14:12:37,78,44,30,1520
2020-09-03 14:13:37,56,12,40,1080
2020-09-03 14:14:37,489,234,222,9450
2020-09-03 14:15:36,456,269,132,8570
2020-09-03 14:16:36,78,45,33,1560
2020-09-03 14:17:36,453,440,12,9050
2020-09-03 14:18:36,123,98,12,2330
2020-09-03 14:19:36,87,60,27,1740
2020-09-03 14:20:36,453,343,62,8580
2020-09-03 14:21:36,88,12,2,1020
2020-09-03 14:22:36,322,224,34,5800
2020-09-03 14:23:36,87,44,12,1430
2020-09-03 14:24:36,345,340,12,6970
2020-09-03 14:25:36,435,320,115,8700
2020-09-03 14:26:36,153,100,50,3030
2020-09-03 14:27:36,321,320,1,6420
2020-09-03 14:28:36,343,343,0,6860
2020-09-03 14:29:36,88,80,8,1760
2020-09-03 14:30:36,634,555,32,12210
2020-09-03 14:31:36,45,40,5,900
2020-09-03 14:32:36,454,444,1,8990
2020-09-03 14:33:36,42,41,1,840
2020-09-03 14:34:36,88,80,8,1760
2020-09-03 14:35:36,78,65,13,1560
2020-09-03 14:36:36,578,478,100,11560
2020-09-03 14:37:36,123,100,23,2460
2020-09-03 14:38:36,88,78,10,1760
2020-09-03 14:39:36,456,400,56,9120
2020-09-03 14:40:36,78,70,8,1560
2020-09-03 14:41:36,56,55,1,1120
2020-09-03 14:42:35,99,90,9,1980
2020-09-03 14:43:35,456,444,12,9120
2020-09-03 14:44:35,6,0,6,120
2020-09-03 14:45:35,233,200,33,4660
2020-09-03 14:46:35,665,555,110,13300
2020-09-03 14:47:35,234,134,100,4680
2020-09-03 14:48:35,23,20,3,460
2020-09-03 14:49:35,232,180,52,4640
2020-09-03 14:50:35,87,50,37,1740
2020-09-03 14:51:35,656,640,15,13110
2020-09-03 14:52:35,345,300,45,6900
2020-09-03 14:53:35,665,643,5,13130
2020-09-03 14:54:35,675,665,10,13500
2020-09-03 14:55:35,65,64,1,1300
2020-09-03 14:56:35,676,673,3,13520
2020-09-03 14:57:35,127,120,7,2540
2020-09-03 14:58:35,234,123,99,4560
2020-09-03 14:59:35,54,30,12,960
2020-09-03 15:00:35,23,10,13,460
2020-09-03 15:01:35,345,280,55,6800
2020-09-03 15:02:35,67,44,12,1230
2020-09-03 15:03:35,45,33,12,900
2020-09-03 15:04:35,78,60,18,1560
2020-09-03 15:05:35,56,33,4,930
2020-09-03 15:06:35,456,326,128,9100
2020-09-03 15:07:35,78,33,32,1430
2020-09-03 15:08:34,345,222,111,6780
2020-09-03 15:09:34,344,300,44,6880
2020-09-03 15:10:34,365,281,64,7100
2020-09-03 15:11:34,456,380,70,9060
2020-09-03 15:12:34,78,44,30,1520
2020-09-03 15:13:34,56,12,40,1080
2020-09-03 15:14:34,489,234,222,9450
2020-09-03 15:15:34,456,269,132,8570
2020-09-03 15:16:34,78,45,33,1560
2020-09-03 15:17:34,453,440,12,9050
2020-09-03 15:18:34,123,98,12,2330
2020-09-03 15:19:34,87,60,27,1740
2020-09-03 15:20:34,453,343,62,8580
2020-09-03 15:21:34,88,12,2,1020
2020-09-03 15:22:34,322,224,34,5800
2020-09-03 15:23:34,87,44,12,1430
2020-09-03 15:24:34,345,340,12,6970
2020-09-03 15:25:34,435,320,115,8700
2020-09-03 15:26:34,153,100,50,3030
2020-09-03 15:27:34,321,320,1,6420
2020-09-03 15:28:34,343,343,0,6860
2020-09-03 15:29:34,88,80,8,1760
2020-09-03 15:30:34,634,555,32,12210
2020-09-03 15:31:34,45,40,5,900
2020-09-03 15:32:34,454,444,1,8990
2020-09-03 15:33:34,42,41,1,840
2020-09-03 15:34:33,88,80,8,1760
2020-09-03 15:35:33,78,65,13,1560
2020-09-03 15:36:33,578,478,100,11560
2020-09-03 15:37:33,123,100,23,2460
2020-09-03 15:38:33,88,78,10,1760
2020-09-03 15:39:33,456,400,56,9120
2020-09-03 15:40:33,78,70,8,1560
2020-09-03 15:41:33,56,55,1,1120
2020-09-03 15:42:33,99,90,9,1980
2020-09-03 15:43:33,456,444,12,9120
2020-09-03 15:44:33,6,0,6,120
2020-09-03 15:45:33,233,200,33,4660
2020-09-03 15:46:33,665,555,110,13300
2020-09-03 15:47:33,234,134,100,4680
2020-09-03 15:48:33,23,20,3,460
2020-09-03 15:49:33,232,180,52,4640
2020-09-03 15:50:33,87,50,37,1740
2020-09-03 15:51:33,656,640,15,13110
2020-09-03 15:52:33,345,300,45,6900
2020-09-03 15:53:33,665,643,5,13130
2020-09-03 15:54:33,675,665,10,13500
2020-09-03 15:55:33,65,64,1,1300
2020-09-03 15:56:33,676,673,3,13520
2020-09-03 15:57:33,127,120,7,2540
2020-09-03 15:58:33,234,123,99,4560
2020-09-03 15:59:33,54,30,12,960
2020-09-03 16:00:32,23,10,13,460
2020-09-03 16:01:32,345,280,55,6800
2020-09-03 16:02:32,67,44,12,1230
2020-09-03 16:03:32,45,33,12,900
2020-09-03 16:04:32,78,60,18,1560
2020-09-03 16:05:32,56,33,4,930
2020-09-03 16:06:32,456,326,128,9100
2020-09-03 16:07:32,78,33,32,1430
2020-09-03 16:08:32,345,222,111,6780
2020-09-03 16:09:32,344,300,44,6880
2020-09-03 16:10:32,365,281,64,7100
2020-09-03 16:11:32,456,380,70,9060
2020-09-03 16:12:32,78,44,30,1520
2020-09-03 16:13:32,56,12,40,1080
2020-09-03 16:14:32,489,234,222,9450
2020-09-03 16:15:32,456,269,132,8570
2020-09-03 16:16:32,78,45,33,1560
2020-09-03 16:17:32,453,440,12,9050
2020-09-03 16:18:32,123,98,12,2330
2020-09-03 16:19:32,87,60,27,1740
2020-09-03 16:20:32,453,343,62,8580
2020-09-03 16:21:32,88,12,2,1020
2020-09-03 16:22:32,322,224,34,5800
2020-09-03 16:23:32,87,44,12,1430
2020-09-03 16:24:32,345,340,12,6970
2020-09-03 16:25:32,435,320,115,8700
2020-09-03 16:26:31,153,100,50,3030
2020-09-03 16:27:31,321,320,1,6420
2020-09-03 16:28:31,343,343,0,6860
2020-09-03 16:29:31,88,80,8,1760
2020-09-03 16:30:31,634,555,32,12210
2020-09-03 16:31:31,45,40,5,900
2020-09-03 16:32:31,454,444,1,8990
2020-09-03 16:33:31,42,41,1,840
2020-09-03 16:34:31,88,80,8,1760
2020-09-03 16:35:31,78,65,13,1560
2020-09-03 16:36:31,578,478,100,11560
2020-09-03 16:37:31,123,100,23,2460
2020-09-03 16:38:31,88,78,10,1760
2020-09-03 16:39:31,456,400,56,9120
2020-09-03 16:40:31,78,70,8,1560
2020-09-03 16:41:31,56,55,1,1120
2020-09-03 16:42:31,99,90,9,1980
2020-09-03 16:43:31,456,444,12,9120
2020-09-03 16:44:31,6,0,6,120
2020-09-03 16:45:31,233,200,33,4660
2020-09-03 16:46:31,665,555,110,13300
2020-09-03 16:47:31,234,134,100,4680
2020-09-03 16:48:31,23,20,3,460
2020-09-03 16:49:31,232,180,52,4640
2020-09-03 16:50:31,87,50,37,1740
2020-09-03 16:51:31,656,640,15,13110
2020-09-03 16:52:30,345,300,45,6900
2020-09-03 16:53:30,665,643,5,13130
2020-09-03 16:54:30,675,665,10,13500
2020-09-03 16:55:30,65,64,1,1300
2020-09-03 16:56:30,676,673,3,13520
2020-09-03 16:57:30,127,120,7,2540
2020-09-03 16:58:30,234,123,99,4560
2020-09-03 16:59:30,54,30,12,960
2020-09-03 17:00:30,23,10,13,460
2020-09-03 17:01:30,345,280,55,6800
2020-09-03 17:02:30,67,44,12,1230
2020-09-03 17:03:30,45,33,12,900
2020-09-03 17:04:30,78,60,18,1560
2020-09-03 17:05:30,56,33,4,930
2020-09-03 17:06:30,456,326,128,9100
2020-09-03 17:07:30,78,33,32,1430
2020-09-03 17:08:30,345,222,111,6780
2020-09-03 17:09:30,344,300,44,6880
2020-09-03 17:10:30,365,281,64,7100
